datetime,parameter,value
2026-07-04T01:00Z,co,650.0
2026-07-04T01:00Z,no2,31.6
2026-07-04T01:00Z,so2,25.6
2026-07-04T01:00Z,o3,66.0
2026-07-04T02:00Z,pm10,81.7
2026-07-04T02:00Z,pm25,55.1
2026-07-04T02:00Z,co,730.0
2026-07-04T02:00Z,no2,28.7
2026-07-04T02:00Z,so2,28.4
2026-07-04T02:00Z,o3,89.0
2026-07-04T03:00Z,pm10,84.8
2026-07-04T03:00Z,pm25,48.2
2026-07-04T03:00Z,co,767.0
2026-07-04T03:00Z,no2,25.1
2026-07-04T03:00Z,so2,30.1
2026-07-04T03:00Z,o3,112.0
2026-07-04T04:00Z,pm10,63.6
2026-07-04T04:00Z,pm25,39.9
2026-07-04T04:00Z,co,717.0
2026-07-04T04:00Z,no2,20.2
2026-07-04T04:00Z,so2,29.9
2026-07-04T04:00Z,o3,135.0
2026-07-04T05:00Z,pm10,69.8
2026-07-04T05:00Z,pm25,36.9
2026-07-04T05:00Z,co,624.0
2026-07-04T05:00Z,no2,14.5
2026-07-04T05:00Z,so2,28.8
2026-07-04T05:00Z,o3,158.0
2026-07-04T06:00Z,pm10,66.6
2026-07-04T06:00Z,pm25,34.5
2026-07-04T06:00Z,co,553.0
2026-07-04T06:00Z,no2,10.4
2026-07-04T06:00Z,so2,27.5
2026-07-04T06:00Z,o3,176.0
2026-07-04T07:00Z,pm10,59.1
2026-07-04T07:00Z,pm25,32.4
2026-07-04T07:00Z,co,530.0
2026-07-04T07:00Z,no2,8.7
2026-07-04T07:00Z,so2,26.2
2026-07-04T07:00Z,o3,187.0
2026-07-04T08:00Z,pm10,55.1
2026-07-04T08:00Z,pm25,33.6
2026-07-04T08:00Z,co,529.0
2026-07-04T08:00Z,no2,8.5
2026-07-04T08:00Z,so2,24.8
2026-07-04T08:00Z,o3,193.0
2026-07-04T09:00Z,pm10,57.9
2026-07-04T09:00Z,pm25,36.4
2026-07-04T09:00Z,co,531.0
2026-07-04T09:00Z,no2,9.0
2026-07-04T09:00Z,so2,24.0
2026-07-04T09:00Z,o3,197.0
2026-07-04T10:00Z,pm10,61.0
2026-07-04T10:00Z,pm25,39.2
2026-07-04T10:00Z,co,528.0
2026-07-04T10:00Z,no2,9.6
2026-07-04T10:00Z,so2,24.3
2026-07-04T10:00Z,o3,202.0
2026-07-04T11:00Z,pm10,72.2
2026-07-04T11:00Z,pm25,41.9
2026-07-04T11:00Z,co,528.0
2026-07-04T11:00Z,no2,10.9
2026-07-04T11:00Z,so2,25.3
2026-07-04T11:00Z,o3,204.0
2026-07-04T12:00Z,pm10,89.2
2026-07-04T12:00Z,pm25,58.2
2026-07-04T12:00Z,co,541.0
2026-07-04T12:00Z,no2,25.2
2026-07-04T12:00Z,so2,31.7
2026-07-04T12:00Z,o3,155.0
2026-07-04T13:00Z,pm10,90.3
2026-07-04T13:00Z,pm25,60.8
2026-07-04T13:00Z,co,569.0
2026-07-04T13:00Z,no2,31.9
2026-07-04T13:00Z,so2,33.0
2026-07-04T13:00Z,o3,135.0
2026-07-04T14:00Z,pm10,89.4
2026-07-04T14:00Z,pm25,66.6
2026-07-04T14:00Z,co,610.0
2026-07-04T14:00Z,no2,41.0
2026-07-04T14:00Z,so2,34.8
2026-07-04T14:00Z,o3,107.0
2026-07-04T15:00Z,pm10,95.5
2026-07-04T15:00Z,pm25,73.1
2026-07-04T15:00Z,co,667.0
2026-07-04T15:00Z,no2,47.3
2026-07-04T15:00Z,so2,36.2
2026-07-04T15:00Z,o3,85.0
2026-07-04T16:00Z,pm10,101.3
2026-07-04T16:00Z,pm25,79.4
2026-07-04T16:00Z,co,753.0
2026-07-04T16:00Z,no2,48.1
2026-07-04T16:00Z,so2,37.0
2026-07-04T16:00Z,o3,75.0
2026-07-04T17:00Z,pm10,130.9
2026-07-04T17:00Z,pm25,83.6
2026-07-04T17:00Z,co,855.0
2026-07-04T17:00Z,no2,46.0
2026-07-04T17:00Z,so2,37.4
2026-07-04T17:00Z,o3,70.0
2026-07-04T18:00Z,pm10,119.2
2026-07-04T18:00Z,pm25,78.0
2026-07-04T18:00Z,co,938.0
2026-07-04T18:00Z,no2,43.3
2026-07-04T18:00Z,so2,37.5
2026-07-04T18:00Z,o3,67.0
2026-07-04T19:00Z,pm10,105.2
2026-07-04T19:00Z,pm25,73.3
2026-07-04T19:00Z,co,993.0
2026-07-04T19:00Z,no2,40.4
2026-07-04T19:00Z,so2,37.1
2026-07-04T19:00Z,o3,65.0
2026-07-04T20:00Z,pm10,99.0
2026-07-04T20:00Z,pm25,69.6
2026-07-04T20:00Z,co,1030.0
2026-07-04T20:00Z,no2,36.9
2026-07-04T20:00Z,so2,36.4
2026-07-04T20:00Z,o3,64.0
2026-07-04T21:00Z,pm10,99.0
2026-07-04T21:00Z,pm25,67.8
2026-07-04T21:00Z,co,1040.0
2026-07-04T21:00Z,no2,34.4
2026-07-04T21:00Z,so2,35.3
2026-07-04T21:00Z,o3,63.0
2026-07-04T22:00Z,pm10,92.0
2026-07-04T22:00Z,pm25,67.5
2026-07-04T22:00Z,co,1014.0
2026-07-04T22:00Z,no2,34.3
2026-07-04T22:00Z,so2,33.6
2026-07-04T22:00Z,o3,56.0
2026-07-04T23:00Z,pm10,83.4
2026-07-04T23:00Z,pm25,66.4
2026-07-04T23:00Z,co,962.0
2026-07-04T23:00Z,no2,35.2
2026-07-04T23:00Z,so2,31.7
2026-07-04T23:00Z,o3,49.0
2026-07-05T00:00Z,pm10,59.8
2026-07-05T00:00Z,pm25,54.5
2026-07-05T00:00Z,co,907.0
2026-07-05T00:00Z,no2,27.4
2026-07-05T00:00Z,so2,22.0
2026-07-05T00:00Z,o3,66.0
2026-07-05T01:00Z,pm10,46.0
2026-07-05T01:00Z,pm25,43.8
2026-07-05T01:00Z,co,862.0
2026-07-05T01:00Z,no2,26.4
2026-07-05T01:00Z,so2,24.6
2026-07-05T01:00Z,o3,76.0
2026-07-05T02:00Z,pm10,38.4
2026-07-05T02:00Z,pm25,36.0
2026-07-05T02:00Z,co,816.0
2026-07-05T02:00Z,no2,24.8
2026-07-05T02:00Z,so2,28.1
2026-07-05T02:00Z,o3,92.0
2026-07-05T03:00Z,pm10,34.2
2026-07-05T03:00Z,pm25,31.5
2026-07-05T03:00Z,co,754.0
2026-07-05T03:00Z,no2,22.1
2026-07-05T03:00Z,so2,30.4
2026-07-05T03:00Z,o3,113.0
2026-07-05T04:00Z,pm10,42.6
2026-07-05T04:00Z,pm25,32.6
2026-07-05T04:00Z,co,660.0
2026-07-05T04:00Z,no2,17.4
2026-07-05T04:00Z,so2,30.6
2026-07-05T04:00Z,o3,145.0
2026-07-05T05:00Z,pm10,43.1
2026-07-05T05:00Z,pm25,33.6
2026-07-05T05:00Z,co,551.0
2026-07-05T05:00Z,no2,11.7
2026-07-05T05:00Z,so2,29.6
2026-07-05T05:00Z,o3,184.0
2026-07-05T06:00Z,pm10,48.8
2026-07-05T06:00Z,pm25,34.0
2026-07-05T06:00Z,co,468.0
2026-07-05T06:00Z,no2,7.4
2026-07-05T06:00Z,so2,28.1
2026-07-05T06:00Z,o3,212.0
2026-07-05T07:00Z,pm10,51.9
2026-07-05T07:00Z,pm25,34.6
2026-07-05T07:00Z,co,430.0
2026-07-05T07:00Z,no2,5.6
2026-07-05T07:00Z,so2,25.9
2026-07-05T07:00Z,o3,223.0
2026-07-05T08:00Z,pm10,54.2
2026-07-05T08:00Z,pm25,34.9
2026-07-05T08:00Z,co,419.0
2026-07-05T08:00Z,no2,5.2
2026-07-05T08:00Z,so2,23.2
2026-07-05T08:00Z,o3,225.0
2026-07-05T09:00Z,pm10,53.2
2026-07-05T09:00Z,pm25,34.8
2026-07-05T09:00Z,co,418.0
2026-07-05T09:00Z,no2,5.5
2026-07-05T09:00Z,so2,21.5
2026-07-05T09:00Z,o3,224.0
2026-07-05T10:00Z,pm10,57.5
2026-07-05T10:00Z,pm25,36.2
2026-07-05T10:00Z,co,421.0
2026-07-05T10:00Z,no2,6.0
2026-07-05T10:00Z,so2,21.4
2026-07-05T10:00Z,o3,226.0
2026-07-05T11:00Z,pm10,56.0
2026-07-05T11:00Z,pm25,36.4
2026-07-05T11:00Z,co,435.0
2026-07-05T11:00Z,no2,7.2
2026-07-05T11:00Z,so2,22.3
2026-07-05T11:00Z,o3,226.0
2026-07-05T12:00Z,pm10,80.8
2026-07-05T12:00Z,pm25,40.4
2026-07-05T12:00Z,co,461.0
2026-07-05T12:00Z,no2,11.3
2026-07-05T12:00Z,so2,24.9
2026-07-05T12:00Z,o3,195.0
2026-07-05T13:00Z,pm10,87.8
2026-07-05T13:00Z,pm25,48.2
2026-07-05T13:00Z,co,505.0
2026-07-05T13:00Z,no2,21.0
2026-07-05T13:00Z,so2,27.5
2026-07-05T13:00Z,o3,164.0
2026-07-05T14:00Z,pm10,95.2
2026-07-05T14:00Z,pm25,56.7
2026-07-05T14:00Z,co,563.0
2026-07-05T14:00Z,no2,34.3
2026-07-05T14:00Z,so2,31.0
2026-07-05T14:00Z,o3,120.0
2026-07-05T15:00Z,pm10,103.8
2026-07-05T15:00Z,pm25,66.6
2026-07-05T15:00Z,co,621.0
2026-07-05T15:00Z,no2,43.9
2026-07-05T15:00Z,so2,33.2
2026-07-05T15:00Z,o3,85.0
2026-07-05T16:00Z,pm10,109.2
2026-07-05T16:00Z,pm25,74.7
2026-07-05T16:00Z,co,693.0
2026-07-05T16:00Z,no2,46.7
2026-07-05T16:00Z,so2,33.3
2026-07-05T16:00Z,o3,67.0
2026-07-05T17:00Z,pm10,113.2
2026-07-05T17:00Z,pm25,76.4
2026-07-05T17:00Z,co,766.0
2026-07-05T17:00Z,no2,45.7
2026-07-05T17:00Z,so2,32.1
2026-07-05T17:00Z,o3,59.0
2026-07-05T18:00Z,pm10,140.2
2026-07-05T18:00Z,pm25,72.4
2026-07-05T18:00Z,co,791.0
2026-07-05T18:00Z,no2,42.8
2026-07-05T18:00Z,so2,30.3
2026-07-05T18:00Z,o3,55.0
2026-07-05T19:00Z,pm10,86.4
2026-07-05T19:00Z,pm25,57.3
2026-07-05T19:00Z,co,729.0
2026-07-05T19:00Z,no2,37.6
2026-07-05T19:00Z,so2,27.7
2026-07-05T19:00Z,o3,57.0
2026-07-05T20:00Z,pm10,75.0
2026-07-05T20:00Z,pm25,52.6
2026-07-05T20:00Z,co,620.0
2026-07-05T20:00Z,no2,30.5
2026-07-05T20:00Z,so2,24.4
2026-07-05T20:00Z,o3,63.0
2026-07-05T21:00Z,pm10,63.3
2026-07-05T21:00Z,pm25,48.5
2026-07-05T21:00Z,co,532.0
2026-07-05T21:00Z,no2,24.5
2026-07-05T21:00Z,so2,21.5
2026-07-05T21:00Z,o3,70.0
2026-07-05T22:00Z,pm10,49.9
2026-07-05T22:00Z,pm25,42.7
2026-07-05T22:00Z,co,483.0
2026-07-05T22:00Z,no2,20.2
2026-07-05T22:00Z,so2,18.9
2026-07-05T22:00Z,o3,77.0
2026-07-05T23:00Z,pm10,42.4
2026-07-05T23:00Z,pm25,38.9
2026-07-05T23:00Z,co,455.0
2026-07-05T23:00Z,no2,17.0
2026-07-05T23:00Z,so2,16.6
2026-07-05T23:00Z,o3,84.0
2026-07-06T00:00Z,pm10,26.5
2026-07-06T00:00Z,pm25,26.5
2026-07-06T00:00Z,co,461.0
2026-07-06T00:00Z,no2,17.3
2026-07-06T00:00Z,so2,15.3
2026-07-06T00:00Z,o3,85.0
2026-07-06T01:00Z,pm10,25.6
2026-07-06T01:00Z,pm25,25.6
2026-07-06T01:00Z,co,532.0
2026-07-06T01:00Z,no2,19.3
2026-07-06T01:00Z,so2,17.1
2026-07-06T01:00Z,o3,83.0
2026-07-06T02:00Z,pm10,25.1
2026-07-06T02:00Z,pm25,24.5
2026-07-06T02:00Z,co,636.0
2026-07-06T02:00Z,no2,21.9
2026-07-06T02:00Z,so2,19.8
2026-07-06T02:00Z,o3,81.0
2026-07-06T03:00Z,pm10,23.4
2026-07-06T03:00Z,pm25,21.8
2026-07-06T03:00Z,co,693.0
2026-07-06T03:00Z,no2,23.2
2026-07-06T03:00Z,so2,22.5
2026-07-06T03:00Z,o3,86.0
2026-07-06T04:00Z,pm10,23.9
2026-07-06T04:00Z,pm25,22.0
2026-07-06T04:00Z,co,654.0
2026-07-06T04:00Z,no2,22.0
2026-07-06T04:00Z,so2,25.5
2026-07-06T04:00Z,o3,100.0
2026-07-06T05:00Z,pm10,24.7
2026-07-06T05:00Z,pm25,22.9
2026-07-06T05:00Z,co,567.0
2026-07-06T05:00Z,no2,19.3
2026-07-06T05:00Z,so2,28.5
2026-07-06T05:00Z,o3,121.0
2026-07-06T06:00Z,pm10,25.6
2026-07-06T06:00Z,pm25,23.8
2026-07-06T06:00Z,co,497.0
2026-07-06T06:00Z,no2,16.6
2026-07-06T06:00Z,so2,30.3
2026-07-06T06:00Z,o3,143.0
2026-07-06T07:00Z,pm10,27.0
2026-07-06T07:00Z,pm25,25.4
2026-07-06T07:00Z,co,464.0
2026-07-06T07:00Z,no2,13.6
2026-07-06T07:00Z,so2,29.8
2026-07-06T07:00Z,o3,168.0
2026-07-06T08:00Z,pm10,28.2
2026-07-06T08:00Z,pm25,26.8
2026-07-06T08:00Z,co,447.0
2026-07-06T08:00Z,no2,10.6
2026-07-06T08:00Z,so2,28.1
2026-07-06T08:00Z,o3,195.0
2026-07-06T09:00Z,pm10,31.3
2026-07-06T09:00Z,pm25,29.4
2026-07-06T09:00Z,co,448.0
2026-07-06T09:00Z,no2,9.0
2026-07-06T09:00Z,so2,27.2
2026-07-06T09:00Z,o3,215.0
2026-07-06T10:00Z,pm10,33.2
2026-07-06T10:00Z,pm25,31.5
2026-07-06T10:00Z,co,463.0
2026-07-06T10:00Z,no2,8.0
2026-07-06T10:00Z,so2,27.5
2026-07-06T10:00Z,o3,230.0
2026-07-06T11:00Z,pm10,34.6
2026-07-06T11:00Z,pm25,33.1
2026-07-06T11:00Z,co,495.0
2026-07-06T11:00Z,no2,8.5
2026-07-06T11:00Z,so2,28.6
2026-07-06T11:00Z,o3,239.0
2026-07-06T12:00Z,pm10,42.4
2026-07-06T12:00Z,pm25,33.1
2026-07-06T12:00Z,co,557.0
2026-07-06T12:00Z,no2,13.0
2026-07-06T12:00Z,so2,22.8
2026-07-06T12:00Z,o3,201.0
2026-07-06T13:00Z,pm10,46.7
2026-07-06T13:00Z,pm25,37.7
2026-07-06T13:00Z,co,671.0
2026-07-06T13:00Z,no2,30.5
2026-07-06T13:00Z,so2,26.4
2026-07-06T13:00Z,o3,160.0
2026-07-06T14:00Z,pm10,60.1
2026-07-06T14:00Z,pm25,52.0
2026-07-06T14:00Z,co,815.0
2026-07-06T14:00Z,no2,54.6
2026-07-06T14:00Z,so2,31.4
2026-07-06T14:00Z,o3,104.0
2026-07-06T15:00Z,pm10,69.4
2026-07-06T15:00Z,pm25,61.7
2026-07-06T15:00Z,co,929.0
2026-07-06T15:00Z,no2,72.5
2026-07-06T15:00Z,so2,35.2
2026-07-06T15:00Z,o3,59.0
2026-07-06T16:00Z,pm10,71.9
2026-07-06T16:00Z,pm25,63.8
2026-07-06T16:00Z,co,999.0
2026-07-06T16:00Z,no2,78.3
2026-07-06T16:00Z,so2,36.8
2026-07-06T16:00Z,o3,39.0
2026-07-06T17:00Z,pm10,74.7
2026-07-06T17:00Z,pm25,66.1
2026-07-06T17:00Z,co,1040.0
2026-07-06T17:00Z,no2,77.9
2026-07-06T17:00Z,so2,37.3
2026-07-06T17:00Z,o3,30.0
2026-07-06T18:00Z,pm10,75.9
2026-07-06T18:00Z,pm25,67.5
2026-07-06T18:00Z,co,1036.0
2026-07-06T18:00Z,no2,76.1
2026-07-06T18:00Z,so2,36.8
2026-07-06T18:00Z,o3,25.0
2026-07-06T19:00Z,pm10,74.7
2026-07-06T19:00Z,pm25,67.1
2026-07-06T19:00Z,co,973.0
2026-07-06T19:00Z,no2,73.9
2026-07-06T19:00Z,so2,35.0
2026-07-06T19:00Z,o3,21.0
2026-07-06T20:00Z,pm10,73.6
2026-07-06T20:00Z,pm25,66.1
2026-07-06T20:00Z,co,865.0
2026-07-06T20:00Z,no2,70.4
2026-07-06T20:00Z,so2,32.3
2026-07-06T20:00Z,o3,20.0
2026-07-06T21:00Z,pm10,72.9
2026-07-06T21:00Z,pm25,65.2
2026-07-06T21:00Z,co,742.0
2026-07-06T21:00Z,no2,67.2
2026-07-06T21:00Z,so2,30.2
2026-07-06T21:00Z,o3,19.0
2026-07-06T22:00Z,pm10,71.9
2026-07-06T22:00Z,pm25,64.3
2026-07-06T22:00Z,co,578.0
2026-07-06T22:00Z,no2,65.6
2026-07-06T22:00Z,so2,29.1
2026-07-06T22:00Z,o3,14.0
2026-07-06T23:00Z,pm10,72.9
2026-07-06T23:00Z,pm25,65.0
2026-07-06T23:00Z,co,400.0
2026-07-06T23:00Z,no2,64.5
2026-07-06T23:00Z,so2,28.6
2026-07-06T23:00Z,o3,10.0
2026-07-07T00:00Z,pm10,77.8
2026-07-07T00:00Z,pm25,49.0
2026-07-07T00:00Z,co,314.0
2026-07-07T00:00Z,no2,37.3
2026-07-07T00:00Z,so2,24.3
2026-07-07T00:00Z,o3,34.0
2026-07-07T01:00Z,pm10,74.3
2026-07-07T01:00Z,pm25,49.0
2026-07-07T01:00Z,co,414.0
2026-07-07T01:00Z,no2,37.9
2026-07-07T01:00Z,so2,23.8
2026-07-07T01:00Z,o3,37.0
2026-07-07T02:00Z,pm10,68.0
2026-07-07T02:00Z,pm25,41.2
2026-07-07T02:00Z,co,607.0
2026-07-07T02:00Z,no2,38.4
2026-07-07T02:00Z,so2,23.3
2026-07-07T02:00Z,o3,42.0
2026-07-07T03:00Z,pm10,70.8
2026-07-07T03:00Z,pm25,43.2
2026-07-07T03:00Z,co,724.0
2026-07-07T03:00Z,no2,37.3
2026-07-07T03:00Z,so2,24.2
2026-07-07T03:00Z,o3,56.0
2026-07-07T04:00Z,pm10,75.0
2026-07-07T04:00Z,pm25,45.5
2026-07-07T04:00Z,co,674.0
2026-07-07T04:00Z,no2,33.3
2026-07-07T04:00Z,so2,27.8
2026-07-07T04:00Z,o3,84.0
2026-07-07T05:00Z,pm10,72.9
2026-07-07T05:00Z,pm25,45.4
2026-07-07T05:00Z,co,547.0
2026-07-07T05:00Z,no2,27.5
2026-07-07T05:00Z,so2,32.9
2026-07-07T05:00Z,o3,121.0
2026-07-07T06:00Z,pm10,63.6
2026-07-07T06:00Z,pm25,42.5
2026-07-07T06:00Z,co,443.0
2026-07-07T06:00Z,no2,22.2
2026-07-07T06:00Z,so2,36.7
2026-07-07T06:00Z,o3,157.0
2026-07-07T07:00Z,pm10,57.9
2026-07-07T07:00Z,pm25,41.9
2026-07-07T07:00Z,co,393.0
2026-07-07T07:00Z,no2,17.5
2026-07-07T07:00Z,so2,38.2
2026-07-07T07:00Z,o3,190.0
2026-07-07T08:00Z,pm10,57.2
2026-07-07T08:00Z,pm25,43.7
2026-07-07T08:00Z,co,367.0
2026-07-07T08:00Z,no2,13.1
2026-07-07T08:00Z,so2,38.6
2026-07-07T08:00Z,o3,222.0
2026-07-07T09:00Z,pm10,58.9
2026-07-07T09:00Z,pm25,46.6
2026-07-07T09:00Z,co,373.0
2026-07-07T09:00Z,no2,10.7
2026-07-07T09:00Z,so2,38.6
2026-07-07T09:00Z,o3,244.0
2026-07-07T10:00Z,pm10,59.5
2026-07-07T10:00Z,pm25,48.7
2026-07-07T10:00Z,co,423.0
2026-07-07T10:00Z,no2,9.3
2026-07-07T10:00Z,so2,37.8
2026-07-07T10:00Z,o3,255.0
2026-07-07T11:00Z,pm10,56.8
2026-07-07T11:00Z,pm25,47.8
2026-07-07T11:00Z,co,506.0
2026-07-07T11:00Z,no2,9.8
2026-07-07T11:00Z,so2,36.7
2026-07-07T11:00Z,o3,255.0
2026-07-07T12:00Z,pm10,92.0
2026-07-07T12:00Z,pm25,46.9
2026-07-07T12:00Z,co,593.0
2026-07-07T12:00Z,no2,35.4
2026-07-07T12:00Z,so2,33.0
2026-07-07T12:00Z,o3,101.0
2026-07-07T13:00Z,pm10,60.3
2026-07-07T13:00Z,pm25,41.3
2026-07-07T13:00Z,co,686.0
2026-07-07T13:00Z,no2,38.3
2026-07-07T13:00Z,so2,31.0
2026-07-07T13:00Z,o3,88.0
2026-07-07T14:00Z,pm10,52.2
2026-07-07T14:00Z,pm25,41.1
2026-07-07T14:00Z,co,784.0
2026-07-07T14:00Z,no2,42.6
2026-07-07T14:00Z,so2,28.3
2026-07-07T14:00Z,o3,70.0
2026-07-07T15:00Z,pm10,49.5
2026-07-07T15:00Z,pm25,43.5
2026-07-07T15:00Z,co,855.0
2026-07-07T15:00Z,no2,47.6
2026-07-07T15:00Z,so2,27.2
2026-07-07T15:00Z,o3,53.0
2026-07-07T16:00Z,pm10,52.4
2026-07-07T16:00Z,pm25,50.4
2026-07-07T16:00Z,co,894.0
2026-07-07T16:00Z,no2,55.0
2026-07-07T16:00Z,so2,29.5
2026-07-07T16:00Z,o3,39.0
2026-07-07T17:00Z,pm10,58.6
2026-07-07T17:00Z,pm25,58.4
2026-07-07T17:00Z,co,907.0
2026-07-07T17:00Z,no2,63.1
2026-07-07T17:00Z,so2,33.3
2026-07-07T17:00Z,o3,27.0
2026-07-07T18:00Z,pm10,60.1
2026-07-07T18:00Z,pm25,60.1
2026-07-07T18:00Z,co,879.0
2026-07-07T18:00Z,no2,66.8
2026-07-07T18:00Z,so2,35.3
2026-07-07T18:00Z,o3,21.0
2026-07-07T19:00Z,pm10,60.8
2026-07-07T19:00Z,pm25,58.8
2026-07-07T19:00Z,co,786.0
2026-07-07T19:00Z,no2,63.0
2026-07-07T19:00Z,so2,33.8
2026-07-07T19:00Z,o3,22.0
2026-07-07T20:00Z,pm10,62.4
2026-07-07T20:00Z,pm25,57.2
2026-07-07T20:00Z,co,651.0
2026-07-07T20:00Z,no2,54.8
2026-07-07T20:00Z,so2,30.6
2026-07-07T20:00Z,o3,29.0
2026-07-07T21:00Z,pm10,62.4
2026-07-07T21:00Z,pm25,52.5
2026-07-07T21:00Z,co,537.0
2026-07-07T21:00Z,no2,46.0
2026-07-07T21:00Z,so2,26.8
2026-07-07T21:00Z,o3,38.0
2026-07-07T22:00Z,pm10,62.6
2026-07-07T22:00Z,pm25,48.3
2026-07-07T22:00Z,co,460.0
2026-07-07T22:00Z,no2,36.8
2026-07-07T22:00Z,so2,22.4
2026-07-07T22:00Z,o3,49.0
2026-07-07T23:00Z,pm10,43.0
2026-07-07T23:00Z,pm25,39.5
2026-07-07T23:00Z,co,402.0
2026-07-07T23:00Z,no2,27.1
2026-07-07T23:00Z,so2,17.5
2026-07-07T23:00Z,o3,62.0
2026-07-08T00:00Z,pm10,49.6
2026-07-08T00:00Z,pm25,49.4
2026-07-08T00:00Z,co,373.0
2026-07-08T00:00Z,no2,35.4
2026-07-08T00:00Z,so2,29.7
2026-07-08T00:00Z,o3,48.0
2026-07-08T01:00Z,pm10,46.3
2026-07-08T01:00Z,pm25,46.1
2026-07-08T01:00Z,co,391.0
2026-07-08T01:00Z,no2,36.9
2026-07-08T01:00Z,so2,26.7
2026-07-08T01:00Z,o3,49.0
2026-07-08T02:00Z,pm10,46.8
2026-07-08T02:00Z,pm25,46.6
2026-07-08T02:00Z,co,437.0
2026-07-08T02:00Z,no2,38.9
2026-07-08T02:00Z,so2,22.5
2026-07-08T02:00Z,o3,51.0
2026-07-08T03:00Z,pm10,39.5
2026-07-08T03:00Z,pm25,39.2
2026-07-08T03:00Z,co,462.0
2026-07-08T03:00Z,no2,39.3
2026-07-08T03:00Z,so2,19.7
2026-07-08T03:00Z,o3,55.0
2026-07-08T04:00Z,pm10,35.0
2026-07-08T04:00Z,pm25,34.8
2026-07-08T04:00Z,co,439.0
2026-07-08T04:00Z,no2,37.1
2026-07-08T04:00Z,so2,19.4
2026-07-08T04:00Z,o3,59.0
2026-07-08T05:00Z,pm10,27.9
2026-07-08T05:00Z,pm25,27.6
2026-07-08T05:00Z,co,395.0
2026-07-08T05:00Z,no2,33.2
2026-07-08T05:00Z,so2,20.3
2026-07-08T05:00Z,o3,64.0
2026-07-08T06:00Z,pm10,26.2
2026-07-08T06:00Z,pm25,25.9
2026-07-08T06:00Z,co,368.0
2026-07-08T06:00Z,no2,28.8
2026-07-08T06:00Z,so2,21.5
2026-07-08T06:00Z,o3,77.0
2026-07-08T07:00Z,pm10,25.6
2026-07-08T07:00Z,pm25,25.3
2026-07-08T07:00Z,co,376.0
2026-07-08T07:00Z,no2,23.0
2026-07-08T07:00Z,so2,22.9
2026-07-08T07:00Z,o3,105.0
2026-07-08T08:00Z,pm10,27.1
2026-07-08T08:00Z,pm25,26.5
2026-07-08T08:00Z,co,401.0
2026-07-08T08:00Z,no2,16.5
2026-07-08T08:00Z,so2,24.5
2026-07-08T08:00Z,o3,141.0
2026-07-08T09:00Z,pm10,30.0
2026-07-08T09:00Z,pm25,29.3
2026-07-08T09:00Z,co,421.0
2026-07-08T09:00Z,no2,12.7
2026-07-08T09:00Z,so2,25.2
2026-07-08T09:00Z,o3,163.0
2026-07-08T10:00Z,pm10,31.2
2026-07-08T10:00Z,pm25,30.3
2026-07-08T10:00Z,co,421.0
2026-07-08T10:00Z,no2,12.6
2026-07-08T10:00Z,so2,24.1
2026-07-08T10:00Z,o3,163.0
2026-07-08T11:00Z,pm10,30.5
2026-07-08T11:00Z,pm25,29.5
2026-07-08T11:00Z,co,416.0
2026-07-08T11:00Z,no2,15.1
2026-07-08T11:00Z,so2,22.1
2026-07-08T11:00Z,o3,151.0
2026-07-08T12:00Z,pm10,42.4
2026-07-08T12:00Z,pm25,41.7
2026-07-08T12:00Z,co,435.0
2026-07-08T12:00Z,no2,39.9
2026-07-08T12:00Z,so2,21.8
2026-07-08T12:00Z,o3,71.0
2026-07-08T13:00Z,pm10,40.0
2026-07-08T13:00Z,pm25,39.3
2026-07-08T13:00Z,co,508.0
2026-07-08T13:00Z,no2,40.5
2026-07-08T13:00Z,so2,20.3
2026-07-08T13:00Z,o3,64.0
2026-07-08T14:00Z,pm10,39.1
2026-07-08T14:00Z,pm25,38.5
2026-07-08T14:00Z,co,604.0
2026-07-08T14:00Z,no2,41.2
2026-07-08T14:00Z,so2,18.1
2026-07-08T14:00Z,o3,53.0
2026-07-08T15:00Z,pm10,39.0
2026-07-08T15:00Z,pm25,38.4
2026-07-08T15:00Z,co,656.0
2026-07-08T15:00Z,no2,40.4
2026-07-08T15:00Z,so2,15.9
2026-07-08T15:00Z,o3,47.0
2026-07-08T16:00Z,pm10,36.7
2026-07-08T16:00Z,pm25,36.3
2026-07-08T16:00Z,co,629.0
2026-07-08T16:00Z,no2,37.0
2026-07-08T16:00Z,so2,13.8
2026-07-08T16:00Z,o3,47.0
2026-07-08T17:00Z,pm10,32.2
2026-07-08T17:00Z,pm25,32.0
2026-07-08T17:00Z,co,558.0
2026-07-08T17:00Z,no2,32.2
2026-07-08T17:00Z,so2,11.8
2026-07-08T17:00Z,o3,51.0
2026-07-08T18:00Z,pm10,25.1
2026-07-08T18:00Z,pm25,25.0
2026-07-08T18:00Z,co,485.0
2026-07-08T18:00Z,no2,27.7
2026-07-08T18:00Z,so2,10.1
2026-07-08T18:00Z,o3,56.0
2026-07-08T19:00Z,pm10,21.1
2026-07-08T19:00Z,pm25,21.0
2026-07-08T19:00Z,co,415.0
2026-07-08T19:00Z,no2,23.9
2026-07-08T19:00Z,so2,9.0
2026-07-08T19:00Z,o3,60.0
2026-07-08T20:00Z,pm10,19.7
2026-07-08T20:00Z,pm25,19.6
2026-07-08T20:00Z,co,342.0
2026-07-08T20:00Z,no2,20.4
2026-07-08T20:00Z,so2,8.3
